ID;Name;Description
24289;N/A符文天赋属性包_守护高级_天赋37;Marble Protector  (True Mass Taunt) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24290;N/A符文天赋属性包_守护高级_天赋38;Marble Protector  (True Upheaval) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24291;N/A符文天赋属性包_守护高级_天赋39;Diamond Protector  (Magic Taunt) Lv1  Additional Attributes Rarity: ★★★☆☆
24292;N/A符文天赋属性包_守护高级_天赋40;Granite Protector  (Ode of Light) Lv1  Additional Attributes Rarity: ★★★★☆
24293;N/A符文天赋属性包_守护高级_天赋41;Granite Protector  (Precision of Light) Lv1  Additional Attributes Rarity: ★★★★☆
24294;N/A符文天赋属性包_守护高级_天赋42;Granite Protector  (Eye of the Storm) Lv1  Additional Attributes Rarity: ★★★★☆
24295;N/A符文天赋属性包_守护高级_天赋43;Marble Protector  (Energy of the Land) Lv1  Additional Attributes Rarity: ★★★☆☆
24296;N/A符文天赋属性包_守护高级_天赋44;Marble Protector  (Faith of Protection) Lv1  Additional Attributes Rarity: ★★★★☆
22648;Warrior's Talent;Aegis Warrior [Crushing Roar] Lv +1 Additional attribute rarity: ★★★★☆
22649;Warrior's Talent;Aegis Warrior [Life Guardian] Lv +1 Additional attribute rarity: ★★★★★
22650;Warrior's Talent;Human Warrior [Warsong of Defense] Lv +1\rElf Warrior [Warsong of Agility] Lv +1 Additional attribute rarity: ★☆☆☆☆
22651;Warrior's Talent;Aegis Warrior [Comprehension of War] Lv +1 Additional attribute rarity: ★★★☆☆
22652;Warrior's Talent;Aegis Warrior [Combat Specialist] Lv +1 Additional attribute rarity: ★★★☆☆
22653;Warrior's Talent;Aegis Warrior [Art of Surviving] Lv +1 Additional attribute rarity: ★★★☆☆
22654;Warrior's Talent;Aegis Warrior [Guard Break] Lv +1 Additional attribute rarity: ★★★☆☆
22655;Warrior's Talent;Aegis Warrior [Dragon Blood] Lv +1 Additional attribute rarity: ★★★☆☆
22656;Warrior's Talent;Aegis Warrior [Blood Will] Lv +1 Additional attribute rarity: ★☆☆☆☆
22657;Warrior's Talent;Aegis Warrior [Hope] Lv +1 Additional attribute rarity: ★☆☆☆☆
22658;Warrior's Talent;Bloodlust Warrior [Crimson Arc] Lv +1 Additional attribute rarity: ★★★★☆
22659;Warrior's Talent;Bloodlust Warrior [Bloodlust Fury] Lv +1 Additional attribute rarity: ★★★★★
22660;Warrior's Talent;Bloodlust Warrior [Charge] Lv +1 Additional attribute rarity: ★★★☆☆
22661;Warrior's Talent;Bloodlust Warrior [Crimson Elegance] Lv +1 Additional attribute rarity: ★★★☆☆
22662;Warrior's Talent;Bloodlust Warrior [Blood Burn] Lv +1 Additional attribute rarity: ★★★★★
22663;Warrior's Talent;Bloodlust Warrior [Cleave] Lv +1 Additional attribute rarity: ★★☆☆☆
22664;Warrior's Talent;Bloodlust Warrior [Weapon Sabotage] Lv +1 Additional attribute rarity: ★★☆☆☆
22665;Warrior's Talent;Bloodlust Warrior [Haste] Lv +1 Additional attribute rarity: ★☆☆☆☆
22666;Warrior's Talent;Bloodlust Warrior [Sanctuary of War] Lv +1 Additional attribute rarity: ★★★★☆
22667;Warrior's Talent;Bloodlust Warrior [Dance of Blood] Lv +1 Additional attribute rarity: ★★★☆☆
22668;Warrior's Talent;Elemental Warrior [Threatening Roar] Lv +1 Additional attribute rarity: ★★★★☆
22669;Warrior's Talent;Elemental Warrior [Blade of Reflection] Lv +1 Additional attribute rarity: ★★★★★
22670;Warrior's Talent;Elemental Warrior [Combat Rampage] Lv +1 Additional attribute rarity: ★★★☆☆
22671;Warrior's Talent;Elemental Warrior [Valiant Sortie] Lv +1 Additional attribute rarity: ★☆☆☆☆
22672;Warrior's Talent;Elemental Warrior [Howl] Lv +1 Additional attribute rarity: ★☆☆☆☆
22673;Warrior's Talent;Elemental Warrior [Code of Haste] Lv +1 Additional attribute rarity: ★☆☆☆☆
22674;Warrior's Talent;Elemental Warrior [Swift Lightning] Lv +1 Additional attribute rarity: ★★★☆☆
22675;Warrior's Talent;Elemental Warrior [Lightning Mystery] Lv +1 Additional attribute rarity: ★★★★★
22676;Warrior's Talent;Elemental Warrior [Leaf Dance] Lv +1 Additional attribute rarity: ★★★★☆
22677;Warrior's Talent;Elemental Warrior [Thunder Storm] Lv +1 Additional attribute rarity: ★★★★☆
24309;N/A符文天赋属性包_战士高级_天赋31;Aegis Warrior  (True Crushing Roar) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24310;N/A符文天赋属性包_战士高级_天赋32;Aegis Warrior  (True Life Guardian) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24311;N/A符文天赋属性包_战士高级_天赋33;Bloodlust Warrior  (True Crimson Arc) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24312;N/A符文天赋属性包_战士高级_天赋34;Bloodlust Warrior  (True Bloodlust Fury) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24313;N/A符文天赋属性包_战士高级_天赋35;Elemental Warrior  (True Threatening Roar) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24314;N/A符文天赋属性包_战士高级_天赋36;Elemental Warrior  (True Blade of Reflection) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24315;N/A符文天赋属性包_战士高级_天赋37;Aegis Warrior  (Morale Decay) Lv1  Additional Attributes Rarity: ★★★☆☆
24316;N/A符文天赋属性包_战士高级_天赋38;Aegis Warrior  (Fading Corruption) Lv1  Additional Attributes Rarity: ★★★★☆
24317;N/A符文天赋属性包_战士高级_天赋39;Bloodlust Warrior  (Steady) Lv1  Additional Attributes Rarity: ★★★☆☆
24318;N/A符文天赋属性包_战士高级_天赋40;Bloodlust Warrior  (Code of Sortie) Lv1  Additional Attributes Rarity: ★★★★☆
24319;N/A符文天赋属性包_战士高级_天赋41;Elemental Warrior  (Swift Frenzy) Lv1  Additional Attributes Rarity: ★★★☆☆
24320;N/A符文天赋属性包_战士高级_天赋42;Elemental Warrior  (Raging Devour) Lv1  Additional Attributes Rarity: ★★★★☆
23044;Ad. Rune Prop.-Generic White 1;+ Wrath Power: 3% increased chance to extract a wrath orb from the target when attacking
23045;Ad. Rune Prop.-Generic White 2;+ Wrath Power: 2% reduced  chance to produce a wrath orb when being attacked
23046;Ad. Rune Prop.-Generic White 3;+ Wrath Power: 6% increased chance to extract a wrath orb from the target when attacking
23047;Ad. Rune Prop.-Generic White 4;+ Wrath Power: 4% reduced  chance to produce a wrath orb when being attacked
23048;Ad. Rune Prop.-Generic White 5;+ Wrath Power: increases the radius to absorb Wrath by 0.5 meters
23049;Ad. Rune Prop.-Generic White 6;+ Wrath Power: 9% increased chance to extract a wrath orb from the target when attacking
23051;Ad. Rune Prop.-Generic White 7;+ Wrath Power: 6% reduced  chance to produce a wrath orb when being attacked
23052;Ad. Rune Prop.-Generic White 8;+ Wrath Power: increases the radius to absorb Wrath by 1 meter
23053;Ad. Rune Prop.-Generic White 9;+ Wrath Power: reduces the cost of Wrath by 10%
23054;Ad. Rune Prop.-Generic White 10;+ Wrath Power: 12% increased chance to extract a wrath orb from the target when attacking
23055;Ad. Rune Prop.-Generic White 11;+ Wrath Power: 8% reduced  chance to produce a wrath orb when being attacked
23056;Ad. Rune Prop.-Generic White 12;+ Wrath Power: increases the radius to absorb Wrath by 1.5 meters
23057;Ad. Rune Prop.-Generic White 13;+ Wrath Power: reduces the cost of Wrath by 15%
23058;Ad. Rune Prop.-Generic White 14;+ Wrath Power: increases the Wrath that a player absorbs by 20%
23059;Ad. Rune Prop.-Generic White 15;+ Wrath Power: 15% increased chance to extract a wrath orb from the target when attacking
23060;Ad. Rune Prop.-Generic White 16;+ Wrath Power: 10% reduced  chance to produce a wrath orb when being attacked
23061;Ad. Rune Prop.-Generic White 17;+ Wrath Power: increases the radius to absorb Wrath by 2 meters
23062;Ad. Rune Prop.-Generic White 18;+ Wrath Power: Slows rate of Wrath decrease in combat by 20%
23063;Ad. Rune Prop.-Generic White 19;+ Wrath Power: increases the Wrath that a player absorbs by 30%
23064;Ad. Rune Prop.-Generic White 20;+ Wrath Power: Reduce the amount of Wrath Orbs that a player absorbs by 1
22406;Assassin's Talent;Venom Assassin [Dual Stings] Lv +1 Additional attribute rarity: ★☆☆☆☆
22407;Assassin's Talent;Venom Assassin [Pain Amplification] Lv +1 Additional attribute rarity: ★☆☆☆☆
22408;Assassin's Talent;Venom Assassin [Darkness Poison] Lv +1 Additional attribute rarity: ★☆☆☆☆
22409;Assassin's Talent;Venom Assassin [Secret Art - Agony] Lv +1 Additional attribute rarity: ★★☆☆☆
22410;Assassin's Talent;Venom Assassin [Sudden Strike] Lv +1 Additional attribute rarity: ★★★☆☆
22411;Assassin's Talent;Venom Assassin [Strike of Pain] Lv +1 Additional attribute rarity: ★★★☆☆
22412;Assassin's Talent;Venom Assassin [Hurried Pain] Lv +1 Additional attribute rarity: ★★★☆☆
22413;Assassin's Talent;Venom Assassin [Pain of Nightmare] Lv +1 Additional attribute rarity: ★★★★☆
22414;Assassin's Talent;Venom Assassin [Seed of Agony] Lv +1 Additional attribute rarity: ★★★★☆
22415;Assassin's Talent;Venom Assassin [Lurking Sting] Lv +1 Additional attribute rarity: ★★★★★
22416;Assassin's Talent;Edge Assassin [Drastic Banish] Lv +1 Additional attribute rarity: ★☆☆☆☆
22417;Assassin's Talent;Edge Assassin [Shadow Spikes] Lv +1 Additional attribute rarity: ★☆☆☆☆
22418;Assassin's Talent;Edge Assassin [Swift Counter] Lv +1 Additional attribute rarity: ★☆☆☆☆
22419;Assassin's Talent;Edge Assassin [Seal Knowledge] Lv +1 Additional attribute rarity: ★★☆☆☆
22420;Assassin's Talent;Edge Assassin [Secret Art - Blast] Lv +1 Additional attribute rarity: ★★★☆☆
22421;Assassin's Talent;Human Assassin [Speed Seal] Lv +1\rKindred Assassin [Speed Limitation] Lv +1 Additional attribute rarity: ★★★★☆
22422;Assassin's Talent;Edge Assassin [Feral Cruelty] Lv +1 Additional attribute rarity: ★★★★☆
22423;Assassin's Talent;Edge Assassin [Intensified Aggression] Lv +1 Additional attribute rarity: ★★★★☆
22424;Assassin's Talent;Edge Assassin [Hypnotic Aggravation] Lv +1 Additional attribute rarity: ★★★★☆
22425;Assassin's Talent;Edge Assassin [Gouge] Lv +1 Additional attribute rarity: ★★★★★
22426;Assassin's Talent;Dark Assassin [Focused Maneuver] Lv +1 Additional attribute rarity: ★☆☆☆☆
22427;Assassin's Talent;Dark Assassin [Rapid Attack] Lv +1 Additional attribute rarity: ★★☆☆☆
22428;Assassin's Talent;Dark Assassin [Ghost Shadow] Lv +1 Additional attribute rarity: ★★☆☆☆
22429;Assassin's Talent;Dark Assassin [Belief of Speed] Lv +1 Additional attribute rarity: ★★☆☆☆
22430;Assassin's Talent;Dark Assassin [Swift Stalk] Lv +1 Additional attribute rarity: ★★★☆☆
22431;Assassin's Talent;Dark Assassin [Assassination Mastery] Lv +1 Additional attribute rarity: ★★★☆☆
22432;Assassin's Talent;Dark Assassin [Evasiveness] Lv +1 Additional attribute rarity: ★★★☆☆
22433;Assassin's Talent;Dark Assassin (Freedom of Wind/Contract of Blood/Moon Step) Lv1  Additional attribute rarity: ★★★★☆
22434;Assassin's Talent;Dark Assassin [Stealth Theory] Lv +1 Additional attribute rarity: ★★★★☆
22435;Assassin's Talent;Dark Assassin [Swift Evasion] Lv +1 Additional attribute rarity: ★★★★★
24129;N/A符文天赋属性包_刺客普通_天赋31;Venom Assassin  (True Secret Art - Agony) Lv1  Additional Attributes Rarity: ★★☆☆☆ (True Rune)
24130;N/A符文天赋属性包_刺客普通_天赋32;Venom Assassin  (True Lurking Sting) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24131;N/A符文天赋属性包_刺客普通_天赋33;Edge Assassin (True Secret Art - Blast) Lv1  Additional Attributes Rarity: ★★★☆☆ (True Rune)
24132;N/A符文天赋属性包_刺客普通_天赋34;Edge Assassin (True Gouge) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24133;N/A符文天赋属性包_刺客普通_天赋35;Dark Assassin (True Freedom of Wind/Contract of Blood/Moon Step) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24134;N/A符文天赋属性包_刺客普通_天赋36;Dark Assassin  (True Swift Evasion) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24135;N/A符文天赋属性包_刺客普通_天赋37;Venom Assassin  (Shadow Evasion) Lv1  Additional Attributes Rarity: ★★★★★
24136;N/A符文天赋属性包_刺客普通_天赋38;Venom Assassin  (Darkness Expert/Night Hunter) Lv1  Additional Attributes Rarity: ★★★☆☆
24137;N/A符文天赋属性包_刺客普通_天赋39;Venom Assassin  (Intensified Nightmare) Lv1  Additional Attributes Rarity: ★★★☆☆
24138;N/A符文天赋属性包_刺客普通_天赋40;Edge Assassin (Embrace of Death) Lv1  Additional Attributes Rarity: ★★★★☆
24139;N/A符文天赋属性包_刺客普通_天赋41;Dark Assassin  (Advanced Shadow Protection) Lv1  Additional Attributes Rarity: ★★★☆☆
24140;N/A符文天赋属性包_刺客普通_天赋42;Dark Assassin  (Art of Hunting) Lv1  Additional Attributes Rarity: ★★★☆☆
22466;Mage's Talent;Fire Mage [Fire Ball Explosion] Lv +1 Additional attribute rarity: ★★☆☆☆
22467;Mage's Talent;Fire Mage [Flame Inspiration] Lv +1 Additional attribute rarity: ★★★☆☆
22468;Mage's Talent;Fire Mage [Lingering Fire] Lv +1 Additional attribute rarity: ★★★☆☆
22469;Mage's Talent;Fire Mage [Advanced Flame of Fury] Lv +1 Additional attribute rarity: ★★★☆☆
22470;Mage's Talent;Fire Mage [Swift Transform] Lv +1 Additional attribute rarity: ★★★★★
22471;Mage's Talent;Fire Mage [Flame of Fury] Lv +1 Additional attribute rarity: ★★★★★
22472;Mage's Talent;Fire Mage [Infuriated Mind] Lv +1 Additional attribute rarity: ★★★★☆
22473;Mage's Talent;Fire Mage [Steady Wind Drive] Lv +1 Additional attribute rarity: ★☆☆☆☆
22474;Mage's Talent;Fire Mage [Fire Shield] Lv +1 Additional attribute rarity: ★★★☆☆
22475;Mage's Talent;Fire Mage [Advanced Art of Magic] Lv +1 Additional attribute rarity: ★☆☆☆☆
22476;Mage's Talent;Lightning Mage [Magic Fountain] Lv +1 Additional attribute rarity: ★☆☆☆☆
22477;Mage's Talent;Lightning Mage [Sinister Force] Lv +1 Additional attribute rarity: ★★★★★
22478;Mage's Talent;Lightning Mage [Soul Contract] Lv +1 Additional attribute rarity: ★☆☆☆☆
22479;Mage's Talent;Lightning Mage [Rolling Thunder] Lv +1 Additional attribute rarity: ★★★☆☆
22480;Mage's Talent;Lightning Mage [Swift Wind Drive] Lv +1 Additional attribute rarity: ★☆☆☆☆
22481;Mage's Talent;Lightning Mage [Energy of Protection] Lv +1 Additional attribute rarity: ★★★★★
22482;Mage's Talent;Lightning Mage [Advanced Paralyze] Lv +1 Additional attribute rarity: ★★☆☆☆
22483;Mage's Talent;Lightning Mage [Sustained Energy] Lv +1 Additional attribute rarity: ★★★★☆
22484;Mage's Talent;Lightning Mage [Meditation of Wind] Lv +1 Additional attribute rarity: ★★★☆☆
22485;Mage's Talent;Lightning Mage [Streak of Lightning] Lv +1 Additional attribute rarity: ★★★★★
22486;Mage's Talent;Frost Mage [Precision of Water] Lv +1 Additional attribute rarity: ★★★★☆
22487;Mage's Talent;Frost Mage [Chilling Ice] Lv +1 Additional attribute rarity: ★★★☆☆
22488;Mage's Talent;Frost Mage [Ice Inspiration] Lv +1 Additional attribute rarity: ★★★★☆
22489;Mage's Talent;Frost Mage [Extremity Dimension] Lv +1 Additional attribute rarity: ★★☆☆☆
22490;Mage's Talent;Frost Mage [Ice Shield] Lv +1 Additional attribute rarity: ★★★☆☆
22491;Mage's Talent;Frost Mage [Magic Suppression] Lv +1 Additional attribute rarity: ★☆☆☆☆
22492;Mage's Talent;Frost Mage [Advanced Ice Spike] Lv +1 Additional attribute rarity: ★★☆☆☆
22493;Mage's Talent;Frost Mage [Harsh Freeze] Lv +1 Additional attribute rarity: ★★★★★
22494;Mage's Talent;Frost Mage [Ice Spike] Lv +1 Additional attribute rarity: ★★★★★
22495;Mage's Talent;Frost Mage [Boundary] Lv +1 Additional attribute rarity: ★★☆☆☆
24141;N/A符文天赋属性包_法师普通_天赋31;Fire Mage (True Flame of Fury) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24142;N/A符文天赋属性包_法师普通_天赋32;Fire Mage (True Fire Shield) Lv1  Additional Attributes Rarity: ★★★☆☆ (True Rune)
24143;N/A符文天赋属性包_法师普通_天赋33;Lightning Mage   (True Sinister Force) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24144;N/A符文天赋属性包_法师普通_天赋34;Lightning Mage   (True Streak of Lightning) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24145;N/A符文天赋属性包_法师普通_天赋35;Frost Mage  (True Ice Shield) Lv1  Additional Attributes Rarity: ★★★☆☆ (True Rune)
24146;N/A符文天赋属性包_法师普通_天赋36;Frost Mage  (True Ice Spike) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24147;N/A符文天赋属性包_法师普通_天赋37;Fire Mage (Hasted Flames) Lv1  Additional Attributes Rarity: ★★★★☆
24148;N/A符文天赋属性包_法师普通_天赋38;Fire Mage (Fire Meditation) Lv1  Additional Attributes Rarity: ★★★☆☆
24149;N/A符文天赋属性包_法师普通_天赋39;Lightning Mage   (Shock Expansion) Lv1  Additional Attributes Rarity: ★★★☆☆
24150;N/A符文天赋属性包_法师普通_天赋40;Frost Mage  (Advanced Wind Rider ) Lv1  Additional Attributes Rarity: ★★★☆☆
24151;N/A符文天赋属性包_法师普通_天赋41;Frost Mage  (Advanced Frost Realm) Lv1  Additional Attributes Rarity: ★★★☆☆
24152;N/A符文天赋属性包_法师普通_天赋42;Fire Mage (Master of Heat) Lv1  Additional Attributes Rarity: ★★★★☆
22436;Marksman's Talent;Precision Marksman [Weakpoint Tag] Lv +1 Additional attribute rarity: ★★☆☆☆
22437;Marksman's Talent;Precision Marksman [Solid Shot] Lv +1 Additional attribute rarity: ★☆☆☆☆
22438;Marksman's Talent;Precision Marksman [Soul Preservation] Lv +1 Additional attribute rarity: ★★★☆☆
22439;Marksman's Talent;Precision Marksman [Aimed Shot] Lv +1 Additional attribute rarity: ★★★★☆
22440;Marksman's Talent;Precision Marksman [Choking Cloud] Lv +1 Additional attribute rarity: ★★★☆☆
22441;Marksman's Talent;Precision Marksman [Target Practice] Lv +1 Additional attribute rarity: ★★★☆☆
22442;Marksman's Talent;Precision Marksman [Soulforce Return] Lv +1 Additional attribute rarity: ★★☆☆☆
22443;Marksman's Talent;Precision Marksman [Contact] Lv +1 Additional attribute rarity: ★★★☆☆
22444;Marksman's Talent;Precision Marksman [Master Sniper] Lv +1 Additional attribute rarity: ★★★★☆
22445;Marksman's Talent;Precision Marksman [Encourage] Lv +1 Additional attribute rarity: ★★★★★
22446;Marksman's Talent;Soul Marksman [Soul Rift] Lv +1 Additional attribute rarity: ★★☆☆☆
22447;Marksman's Talent;Soul Marksman [Professional Hunter] Lv +1 Additional attribute rarity: ★★★☆☆
22448;Marksman's Talent;Soul Marksman [Sixth Sense] Lv +1 Additional attribute rarity: ★☆☆☆☆
22449;Marksman's Talent;Soul Marksman [Soul Discharge] Lv +1 Additional attribute rarity: ★★★★★
22450;Marksman's Talent;Soul Marksman [Durability] Lv +1 Additional attribute rarity: ★★★☆☆
22451;Marksman's Talent;Soul Marksman [Soul Ash] Lv +1 Additional attribute rarity: ★★★☆☆
22452;Marksman's Talent;Soul Marksman [Soul Guidance] Lv +1 Additional attribute rarity: ★★★★☆
22453;Marksman's Talent;Soul Marksman [Soul Suspension] Lv +1 Additional attribute rarity: ★★☆☆☆
22454;Marksman's Talent;Soul Marksman [Remains of the Soul] Lv +1 Additional attribute rarity: ★★★☆☆
22455;Marksman's Talent;Soul Marksman [Burst of Rage] Lv +1 Additional attribute rarity: ★★★★★
22456;Marksman's Talent;Burst Marksman [Heat Bullet] Lv +1 Additional attribute rarity: ★☆☆☆☆
22457;Marksman's Talent;Burst Marksman [Shrapnel] Lv +1 Additional attribute rarity: ★★★☆☆
22458;Marksman's Talent;Burst Marksman [Rake of Fury] Lv +1 Additional attribute rarity: ★★★★★
22459;Marksman's Talent;Burst Marksman [Speed of Fire] Lv +1 Additional attribute rarity: ★★★☆☆
22460;Marksman's Talent;Burst Marksman [Efficient Penetration] Lv +1 Additional attribute rarity: ★★☆☆☆
22461;Marksman's Talent;Burst Marksman [Stone Smelt] Lv +1 Additional attribute rarity: ★☆☆☆☆
22462;Marksman's Talent;Burst Marksman [Discrete] Lv +1 Additional attribute rarity: ★★★☆☆
22463;Marksman's Talent;Burst Marksman [Swift Penetration] Lv +1 Additional attribute rarity: ★★★☆☆
22464;Marksman's Talent;Burst Marksman [Motivate] Lv +1 Additional attribute rarity: ★★☆☆☆
22465;Marksman's Talent;Burst Marksman [Burning Rage] Lv +1 Additional attribute rarity: ★★★★★
24153;N/A符文天赋属性包_火枪普通_天赋31;Precision Marksman (True Aimed Shot) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24154;N/A符文天赋属性包_火枪普通_天赋32;Precision Marksman (True Encourage) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24155;N/A符文天赋属性包_火枪普通_天赋33;Soul Marksman  (True Soul Discharge) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24156;N/A符文天赋属性包_火枪普通_天赋34;Soul Marksman  (True Burst of Rage) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24157;N/A符文天赋属性包_火枪普通_天赋35;Burst Marksman  (True  Rake of Fury) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24158;N/A符文天赋属性包_火枪普通_天赋36;Burst Marksman  (True Burning Rage) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24159;N/A符文天赋属性包_火枪普通_天赋37;Precision Marksman (Swift Soul Trap) Lv1  Additional Attributes Rarity: ★★★☆☆
24160;N/A符文天赋属性包_火枪普通_天赋38;Precision Marksman (Relaxation) Lv1  Additional Attributes Rarity: ★★★☆☆
24161;N/A符文天赋属性包_火枪普通_天赋39;Soul Marksman  (Soul Concentration) Lv1  Additional Attributes Rarity: ★★★★☆
24162;N/A符文天赋属性包_火枪普通_天赋40;Soul Marksman  (Stray Bullet) Lv1  Additional Attributes Rarity: ★★★☆☆
24163;N/A符文天赋属性包_火枪普通_天赋41;Burst Marksman  (Flame Profession) Lv1  Additional Attributes Rarity: ★★★★☆
24164;N/A符文天赋属性包_火枪普通_天赋42;Burst Marksman  (Soul Resistance) Lv1  Additional Attributes Rarity: ★★★☆☆
22496;Priest;Divine Priest [Blooming Life] Lv +1 Additional attribute rarity: ★☆☆☆☆
22497;Priest;Divine Priest [Brilliance] Lv +1 Additional attribute rarity: ★★☆☆☆
22498;Priest;Divine Priest [Enlightenment] Lv +1 Additional attribute rarity: ★★★☆☆
22499;Priest;Divine Priest [Blessed Recovery] Lv +1 Additional attribute rarity: ★★★☆☆
22500;Priest;Divine Priest [Calmness] Lv +1 Additional attribute rarity: ★★★☆☆
22501;Priest;Divine Priest [Divine Light] Lv +1 Additional attribute rarity: ★★★☆☆
22502;Priest;Divine Priest [Combined Healing] Lv +1 Additional attribute rarity: ★★★☆☆
22503;Priest;Divine Priest [Awareness] Lv +1 Additional attribute rarity: ★☆☆☆☆
22504;Priest;Divine Priest [Holy Power] Lv +1 Additional attribute rarity: ★★☆☆☆
22505;Priest;Divine Priest [Divine Shield] Lv +1 Additional attribute rarity: ★★★★★
22506;Priest;Rebel Priest [Light Burn] Lv +1 Additional attribute rarity: ★☆☆☆☆
22507;Priest;Rebel Priest [Light of Fortune] Lv +1 Additional attribute rarity: ★★★☆☆
22508;Priest;Rebel Priest [Justice] Lv +1 Additional attribute rarity: ★★☆☆☆
22509;Priest;Rebel Priest [Strike of Punishment] Lv +1 Additional attribute rarity: ★★★★☆
22510;Priest;Rebel Priest [Glory] Lv +1 Additional attribute rarity: ★★★☆☆
22511;Priest;Rebel Priest [Warming Wind] Lv +1 Additional attribute rarity: ★★☆☆☆
22512;Priest;Rebel Priest [Godly Might] Lv +1 Additional attribute rarity: ★★★☆☆
22513;Priest;Rebel Priest [Heavenly Penalty] Lv +1 Additional attribute rarity: ★★★☆☆
22514;Priest;Rebel Priest [Sacred Energy] Lv +1 Additional attribute rarity: ★★☆☆☆
22515;Priest;Rebel Priest [Light Punishment] Lv +1 Additional attribute rarity: ★★★★★
22516;Priest;Glacial Priest [Flash Freeze] Lv +1 Additional attribute rarity: ★★★★☆
22517;Priest;Glacial Priest [Icy Core] Lv +1 Additional attribute rarity: ★★★☆☆
22518;Priest;Glacial Priest [Aqua Bestowal] Lv +1 Additional attribute rarity: ★★☆☆☆
22519;Priest;Glacial Priest [Prayer of Frost] Lv +1 Additional attribute rarity: ★★★★★
22520;Priest;Human Priest [Realm of Ice] Lv +1\rElf Priest [Devouring Stream] Lv +1 Additional attribute rarity: ★★☆☆☆
22521;Priest;Glacial Priest [Siphon] Lv +1 Additional attribute rarity: ★★☆☆☆
22522;Priest;Glacial Priest [Frozen Blade] Lv +1 Additional attribute rarity: ★☆☆☆☆
22523;Priest;Glacial Priest [Aqua Blessings] Lv +1 Additional attribute rarity: ★★☆☆☆
22524;Priest;Glacial Priest [Biting Cold] Lv +1 Additional attribute rarity: ★★☆☆☆
22525;Priest;Glacial Priest [Icebound Confession] Lv +1 Additional attribute rarity: ★★★★★
24165;N/A符文天赋属性包_牧师普通_天赋31;Divine Priest  (True Divine Light) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24166;N/A符文天赋属性包_牧师普通_天赋32;Divine Priest  (True Divine Shield) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24167;N/A符文天赋属性包_牧师普通_天赋33;Rebel Priest  (True Strike of Punishment) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24168;N/A符文天赋属性包_牧师普通_天赋34;Rebel Priest  (True Light Punishment) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24169;N/A符文天赋属性包_牧师普通_天赋35;Glacial Priest (True Prayer of Frost) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24170;N/A符文天赋属性包_牧师普通_天赋36;Glacial Priest (True Icebound Confession) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24171;N/A符文天赋属性包_牧师普通_天赋37;Rebel Priest  (Verdict/Judgment) Lv1  Additional Attributes Rarity: ★★★☆☆
24172;N/A符文天赋属性包_牧师普通_天赋38;Divine Priest  (Armor of Light) Lv1  Additional Attributes Rarity: ★★★★☆
24173;N/A符文天赋属性包_牧师普通_天赋39;Rebel Priest  (Magic Prism/Retribution) Lv1  Additional Attributes Rarity: ★★★☆☆
24174;N/A符文天赋属性包_牧师普通_天赋40;Rebel Priest  (Gale of Magic) Lv1  Additional Attributes Rarity: ★★★☆☆
24175;N/A符文天赋属性包_牧师普通_天赋41;Glacial Priest (Arcane Coldness) Lv1  Additional Attributes Rarity: ★★★★☆
24176;N/A符文天赋属性包_牧师普通_天赋42;Glacial Priest (Power of Love) Lv1  Additional Attributes Rarity: ★★★☆☆
22556;Bard's Talent;Wind Bard [Windblade Shield] Lv +1 Additional attribute rarity: ★☆☆☆☆
22557;Bard's Talent;Wind Bard [Ferocity of Wind] Lv +1 Additional attribute rarity: ★★☆☆☆
22558;Bard's Talent;Wind Bard [Advanced Solo of Wind] Lv +1 Additional attribute rarity: ★★☆☆☆
22559;Bard's Talent;Wind Bard [Windstorm Movement] Lv +1 Additional attribute rarity: ★★☆☆☆
